Original_Order,handle,Progress
2039,19292,Y
2041,19294,Y
2042,19295,Y
2043,19296,Y
2044,19297,Y
2045,19298,Y
2047,19300,Y
2048,19301,Y
2049,19302,Y
2050,19303,Y
2051,19304,Y
2052,19305,Y
2053,19306,Y
2054,19307,Y
2055,19308,Y
2056,19309,Y
2057,19310,Y
2058,19311,Y
2059,19312,Y
2060,19313,Y
2061,19314,Y
2062,19315,Y
2063,19316,Y
2064,19317,Y
2065,19318,Y
2066,19319,Y
2067,19320,Y
2068,19321,Y
2069,19322,Y
2070,19323,Y
2071,19324,Y
2072,19325,Y
2073,19326,Y
2074,19327,Y
2076,19329,Y
2077,19330,Y
2078,19331,Y
2079,19332,Y
2080,19333,Y
2081,19334,Y
2082,19335,Y
2084,19337,Y
2085,19338,Y
2086,19339,Y
2087,19340,Y
2088,19341,Y
2089,19342,Y
2090,19343,Y
2091,19344,Y
2092,19345,Y
2093,19346,Y
2094,19347,Y
2096,19349,Y
2097,19350,Y
2098,19351,Y
2099,19352,Y
2100,19353,Y
2102,19355,Y
2103,19356,Y
2104,19357,Y
2105,19358,Y
2106,19359,Y
2107,19360,Y
2108,19361,Y
2109,19362,Y
2110,19363,Y
2112,19365,Y
2113,19366,Y
2114,19367,Y
2115,19368,Y
2116,19369,Y
2117,19370,Y
2118,19371,Y
2119,19372,Y
2120,19373,Y
2121,19374,Y
2122,19375,Y
2123,19376,Y
2124,19377,Y
2125,19378,Y
2127,19380,Y
2129,19382,Y
2130,19383,Y
2132,19385,Y
2133,19386,Y
2134,19387,Y
2135,19388,Y
2136,19389,Y
2137,19390,Y
2138,19391,Y
2139,19392,Y
2140,19393,Y
2141,19394,Y
2142,19395,Y
2143,19396,Y
2144,19397,Y
2145,19398,Y
2146,19399,Y
2147,19400,Y
2148,19401,Y
2149,19402,Y
2150,19403,Y
2151,19404,Y
2152,19405,Y
2153,19406,Y
2154,19407,Y
2155,19408,Y
2156,19409,Y
2157,19410,Y
2159,19412,Y
2160,19413,Y
2161,19414,Y
2162,19415,Y
2163,19416,Y
2164,19417,Y
2165,19418,Y
2166,19419,Y
2167,19420,Y
2168,19421,Y
2169,19422,Y
2170,19423,Y
2171,19424,Y
2172,19425,Y
2173,19426,Y
2174,19427,Y
2175,19428,Y
2176,19429,Y
2177,19430,Y
2178,19431,Y
2179,19432,Y
2181,19434,Y
2182,19435,Y
2183,19436,Y
2184,19437,Y
2185,19438,Y
2186,19439,Y
2187,19440,Y
2188,19441,Y
2189,19442,Y
2190,19443,Y
2191,19444,Y
2192,19445,Y
2193,19446,Y
2194,19447,Y
2195,19448,Y
2197,19450,Y
2198,19451,Y
2199,19452,Y
2200,19453,Y
2201,19454,Y
2202,19455,Y
2203,19456,Y
2204,19457,Y
2205,19458,Y
2207,19460,Y
2208,19461,Y
2209,19462,Y
2210,19463,Y
2212,19465,Y
2213,19466,Y
2214,19467,Y
2215,19468,Y
2216,19469,Y
2217,19470,Y
2218,19471,Y
2219,19472,Y
2221,19474,Y
2223,19476,Y
2224,19477,Y
2225,19478,Y
2226,19479,Y
2227,19480,Y
2229,19482,Y
2230,19483,Y
2231,19484,Y
2232,19485,Y
2233,19486,Y
2234,19487,Y
2236,19489,Y
2237,19490,Y
2238,19491,Y
2239,19492,Y
2240,19493,Y
2241,19494,Y
2242,19495,Y
2243,19496,Y
2244,19497,Y
2245,19498,Y
2246,19499,Y
2247,19500,Y
2249,19502,Y
2250,19503,Y
2251,19504,Y
2252,19505,Y
2253,19506,Y
2254,19507,Y
2255,19508,Y
2256,19509,Y
2257,19510,Y
2258,19511,Y
2259,19512,Y
2260,19513,Y
2261,19514,Y
2262,19515,Y
2263,19516,Y
2264,19517,Y
2265,19518,Y
2266,19519,Y
2267,19520,Y
2268,19521,Y
2269,19522,Y
2270,19523,Y
2271,19524,Y
2272,19525,Y
2274,19527,Y
2276,19529,Y
2277,19530,Y
2278,19531,Y
2279,19532,Y
2280,19533,Y
2281,19534,Y
2282,19535,Y
2283,19536,Y
2284,19537,Y
2286,19539,Y
2287,19540,Y
2288,19541,Y
2289,19542,Y
2290,19543,Y
2291,19544,Y
2292,19545,Y
2293,19546,Y
2294,19547,Y
2295,19548,Y
2296,19549,Y
2297,19550,Y
2298,19551,Y
2299,19552,Y
2300,19553,Y
2301,19554,Y
2302,19555,Y
2303,19556,Y
2304,19557,Y
2306,19559,Y
2307,19560,Y
2308,19561,Y
2309,19562,Y
2310,19563,Y
2311,19564,Y
2312,19565,Y
2313,19566,Y
2315,19568,Y
2316,19569,Y
2317,19570,Y
2318,19571,Y
2319,19572,Y
2320,19573,Y
2321,19574,Y
2322,19575,Y
2323,19576,Y
2326,19579,Y
2327,19580,Y
2330,19583,Y
2333,19586,Y
2334,19587,Y
2335,19588,Y
2336,19589,Y
2337,19590,Y
2338,19591,Y
2339,19592,Y
2340,19593,Y
